"TIME","GEO","PURCHASE","UNIT","Value","Flag and Footnotes"
"2014","Czechia","Purchases of existing dwellings","Annual average index","96.20",""
"2014","Czechia","Purchases of existing dwellings","Annual average rate of change","2.5",""
"2014","Denmark","Total","Annual average index","93.49",""
"2014","Denmark","Total","Annual average rate of change","3.8",""
"2014","Denmark","Purchases of new dwellings","Annual average index","89.54",""
"2014","Denmark","Purchases of new dwellings","Annual average rate of change","11.7",""
"2014","Denmark","Purchases of existing dwellings","Annual average index","93.54",""
"2014","Denmark","Purchases of existing dwellings","Annual average rate of change","3.7",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Annual average index","95.50",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Annual average rate of change","3.1",""
"2014","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average index","94.80",""
"2014","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average rate of change","3.7",""
"2014","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average index","95.60",""
"2014","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average rate of change","3.0",""
"2014","Estonia","Total","Annual average index","93.58",""
"2014","Estonia","Total","Annual average rate of change","13.7",""
"2014","Estonia","Purchases of new dwellings","Annual average index","90.00",""
"2014","Estonia","Purchases of new dwellings","Annual average rate of change","20.2",""
"2014","Estonia","Purchases of existing dwellings","Annual average index","95.32",""
"2014","Estonia","Purchases of existing dwellings","Annual average rate of change","11.0",""
"2014","Ireland","Total","Annual average index","89.72",""
"2014","Ireland","Total","Annual average rate of change","16.5",""
"2014","Ireland","Purchases of new dwellings","Annual average index","87.08",""
"2014","Ireland","Purchases of new dwellings","Annual average rate of change","3.4",""
"2014","Ireland","Purchases of existing dwellings","Annual average index","90.12",""
"2014","Ireland","Purchases of existing dwellings","Annual average rate of change","18.1",""
"2014","Spain","Total","Annual average index","96.54",""
"2014","Spain","Total","Annual average rate of change","0.3",""
"2014","Spain","Purchases of new dwellings","Annual average index","95.48",""
"2014","Spain","Purchases of new dwellings","Annual average rate of change","0.9",""
"2014","Spain","Purchases of existing dwellings","Annual average index","96.74",""
"2014","Spain","Purchases of existing dwellings","Annual average rate of change","0.1",""
"2014","France","Total","Annual average index","101.49",""
"2014","France","Total","Annual average rate of change","-1.6",""
"2014","France","Purchases of new dwellings","Annual average index","98.33",""
"2014","France","Purchases of new dwellings","Annual average rate of change","0.1",""
"2014","France","Purchases of existing dwellings","Annual average index","101.88",""
"2014","France","Purchases of existing dwellings","Annual average rate of change","-1.8",""
"2014","Croatia","Total","Annual average index","102.98",""
"2014","Croatia","Total","Annual average rate of change","-1.6",""
"2014","Croatia","Purchases of new dwellings","Annual average index","106.55",""
"2014","Croatia","Purchases of new dwellings","Annual average rate of change","-2.1",""
"2014","Croatia","Purchases of existing dwellings","Annual average index","101.43",""
"2014","Croatia","Purchases of existing dwellings","Annual average rate of change","-1.3",""
"2014","Italy","Total","Annual average index","104.00",""
"2014","Italy","Total","Annual average rate of change","-4.7",""
"2014","Italy","Purchases of new dwellings","Annual average index","102.00",""
"2014","Italy","Purchases of new dwellings","Annual average rate of change","-2.6",""
"2014","Italy","Purchases of existing dwellings","Annual average index","104.70",""
"2014","Italy","Purchases of existing dwellings","Annual average rate of change","-5.5",""
"2014","Cyprus","Total","Annual average index","101.47",""
"2014","Cyprus","Total","Annual average rate of change","-1.8",""
"2014","Cyprus","Purchases of new dwellings","Annual average index","101.42",""
"2014","Cyprus","Purchases of new dwellings","Annual average rate of change","-2.5",""
"2014","Cyprus","Purchases of existing dwellings","Annual average index","101.63",""
"2014","Cyprus","Purchases of existing dwellings","Annual average rate of change","0.7",""
"2014","Latvia","Total","Annual average index","103.48",""
"2014","Latvia","Total","Annual average rate of change","6.0",""
"2014","Latvia","Purchases of new dwellings","Annual average index","108.31",""
"2014","Latvia","Purchases of new dwellings","Annual average rate of change","8.6",""
"2014","Latvia","Purchases of existing dwellings","Annual average index","102.20",""
"2014","Latvia","Purchases of existing dwellings","Annual average rate of change","5.3",""
"2014","Lithuania","Total","Annual average index","96.47",""
"2014","Lithuania","Total","Annual average rate of change","6.4",""
"2014","Lithuania","Purchases of new dwellings","Annual average index","95.04",""
"2014","Lithuania","Purchases of new dwellings","Annual average rate of change","5.1",""
"2014","Lithuania","Purchases of existing dwellings","Annual average index","96.76",""
"2014","Lithuania","Purchases of existing dwellings","Annual average rate of change","6.8",""
"2014","Luxembourg","Total","Annual average index","94.88",""
"2014","Luxembourg","Total","Annual average rate of change","4.4",""
"2014","Luxembourg","Purchases of new dwellings","Annual average index","92.43",""
"2014","Luxembourg","Purchases of new dwellings","Annual average rate of change","2.6",""
"2014","Luxembourg","Purchases of existing dwellings","Annual average index","96.20",""
"2014","Luxembourg","Purchases of existing dwellings","Annual average rate of change","5.1",""
"2014","Hungary","Total","Annual average index","88.43",""
"2014","Hungary","Total","Annual average rate of change","4.2",""
"2014","Hungary","Purchases of new dwellings","Annual average index","92.11",""
"2014","Hungary","Purchases of new dwellings","Annual average rate of change","4.2",""
"2014","Hungary","Purchases of existing dwellings","Annual average index","88.28",""
"2014","Hungary","Purchases of existing dwellings","Annual average rate of change","4.2",""
"2014","Malta","Total","Annual average index","94.51",""
"2014","Malta","Total","Annual average rate of change","2.6",""
"2014","Malta","Purchases of new dwellings","Annual average index","94.24",""
"2014","Malta","Purchases of new dwellings","Annual average rate of change","2.0",""
"2014","Malta","Purchases of existing dwellings","Annual average index","95.27",""
"2014","Malta","Purchases of existing dwellings","Annual average rate of change","3.0",""
"2014","Netherlands","Total","Annual average index","96.53",""
"2014","Netherlands","Total","Annual average rate of change","0.8",""
"2014","Netherlands","Purchases of new dwellings","Annual average index","93.31",""
"2014","Netherlands","Purchases of new dwellings","Annual average rate of change","0.1",""
"2014","Netherlands","Purchases of existing dwellings","Annual average index","97.25",""
"2014","Netherlands","Purchases of existing dwellings","Annual average rate of change","0.9",""
"2014","Austria","Total","Annual average index","95.33",""
"2014","Austria","Total","Annual average rate of change","3.5",""
"2014","Austria","Purchases of new dwellings","Annual average index","95.44",""
"2014","Austria","Purchases of new dwellings","Annual average rate of change","4.9",""
"2014","Austria","Purchases of existing dwellings","Annual average index","95.27",""
"2014","Austria","Purchases of existing dwellings","Annual average rate of change","3.2",""
"2014","Poland","Total","Annual average index","98.50",""
"2014","Poland","Total","Annual average rate of change","1.0",""
"2014","Poland","Purchases of new dwellings","Annual average index","97.46",""
"2014","Poland","Purchases of new dwellings","Annual average rate of change","0.5",""
"2014","Poland","Purchases of existing dwellings","Annual average index","99.35",""
"2014","Poland","Purchases of existing dwellings","Annual average rate of change","1.3",""
"2014","Portugal","Total","Annual average index","97.04",""
"2014","Portugal","Total","Annual average rate of change","4.2",""
"2014","Portugal","Purchases of new dwellings","Annual average index","98.33",""
"2014","Portugal","Purchases of new dwellings","Annual average rate of change","4.1",""
"2014","Portugal","Purchases of existing dwellings","Annual average index","96.19",""
"2014","Portugal","Purchases of existing dwellings","Annual average rate of change","4.3",""
"2014","Romania","Total","Annual average index","97.22",""
"2014","Romania","Total","Annual average rate of change","-2.1",""
"2014","Romania","Purchases of new dwellings","Annual average index","101.64",""
"2014","Romania","Purchases of new dwellings","Annual average rate of change","-1.0",""
"2014","Romania","Purchases of existing dwellings","Annual average index","96.72",""
"2014","Romania","Purchases of existing dwellings","Annual average rate of change","-2.2",""
"2014","Slovenia","Total","Annual average index","99.20",""
"2014","Slovenia","Total","Annual average rate of change","-6.6",""
"2014","Slovenia","Purchases of new dwellings","Annual average index","98.20",""
"2014","Slovenia","Purchases of new dwellings","Annual average rate of change","-5.8",""
"2014","Slovenia","Purchases of existing dwellings","Annual average index","99.44",""
"2014","Slovenia","Purchases of existing dwellings","Annual average rate of change","-6.9",""
"2014","Slovakia","Total","Annual average index","94.91",""
"2014","Slovakia","Total","Annual average rate of change","1.4",""
"2014","Slovakia","Purchases of new dwellings","Annual average index","97.11",""
"2014","Slovakia","Purchases of new dwellings","Annual average rate of change","1.5",""
"2014","Slovakia","Purchases of existing dwellings","Annual average index","93.97",""
"2014","Slovakia","Purchases of existing dwellings","Annual average rate of change","1.3",""
"2014","Finland","Total","Annual average index","100.00",""
"2014","Finland","Total","Annual average rate of change","-0.4",""
"2014","Finland","Purchases of new dwellings","Annual average index","98.94",""
"2014","Finland","Purchases of new dwellings","Annual average rate of change","1.0",""
"2014","Finland","Purchases of existing dwellings","Annual average index","100.45",""
"2014","Finland","Purchases of existing dwellings","Annual average rate of change","-0.9",""
"2014","Sweden","Total","Annual average index","88.40",""
"2014","Sweden","Total","Annual average rate of change","9.4",""
"2014","Sweden","Purchases of new dwellings","Annual average index","97.80",""
"2014","Sweden","Purchases of new dwellings","Annual average rate of change","3.0",""
"2014","Sweden","Purchases of existing dwellings","Annual average index","87.02",""
